species,family,genus,order,primary_habit,secondary_habit,n_records,n_coords,mean_lat,mean_lon
Crotalaria lukwangulensis,Fabaceae,Crotalaria,Fabales,shrub,NA,39,39,-5.555830256410256,37.844684615384615
Crotalaria polysperma,Fabaceae,Crotalaria,Fabales,herb,NA,39,39,-3.931128717948718,35.737264102564104
Dracaena steudneri,Asparagaceae,Dracaena,Asparagales,tree,NA,39,39,-6.513825384615385,36.821666666666665
Lamprothamnus zanguebaricus,Rubiaceae,Lamprothamnus,Gentianales,shrub,NA,39,39,-6.988651025641025,38.83338205128205
Nuxia floribunda,Stilbaceae,Nuxia,Lamiales,tree,NA,39,39,-6.040772564102564,36.830364102564104
Olyra latifolia,Poaceae,Olyra,Poales,herb,NA,39,39,-6.104861538461538,35.83286666666667
Pentas zanzibarica,Rubiaceae,Pentas,Gentianales,shrub,NA,39,39,-5.459134358974359,36.88947435897436
Schizozygia coffaeoides,Apocynaceae,Schizozygia,Gentianales,shrub,NA,39,39,-7.204576153846154,37.67337948717949
Tamarindus indica,Fabaceae,Tamarindus,Fabales,tree,NA,39,39,-6.974709487179487,37.18301282051282
Uapaca nitida,Phyllanthaceae,Uapaca,Malpighiales,tree,NA,39,39,-7.977904615384615,33.61372307692308
Acacia senegal var. senegal,Fabaceae,Acacia,Fabales,tree,NA,38,38,-5.562524210526315,36.66197105263158
Crotalaria cephalotes,Fabaceae,Crotalaria,Fabales,herb,NA,38,38,-6.554112368421053,34.583034210526314
Crotalaria lachnocarpoides,Fabaceae,Crotalaria,Fabales,shrub,NA,38,38,-6.49879947368421,35.58063421052631
Cussonia zimmermannii,Araliaceae,Cussonia,Apiales,tree,NA,38,38,-6.659755789473684,38.77373947368421
Gymnosporia heterophylla,Celastraceae,Gymnosporia,Celastrales,shrub,NA,38,38,-6.1397565789473685,36.04666052631579
Impatiens raphidothrix,Balsaminaceae,Impatiens,Ericales,herb,NA,38,38,-4.700614736842105,38.036892105263156
Lippia javanica,Verbenaceae,Lippia,Lamiales,shrub,NA,38,38,-6.782342105263158,35.93315526315789
Parinari excelsa,Chrysobalanaceae,Parinari,Malpighiales,tree,NA,38,38,-6.301657368421052,36.5666947368421
Psychotria leucopoda,Rubiaceae,Psychotria,Gentianales,shrub,NA,38,38,-5.21757,38.698168421052635
Psydrax livida,Rubiaceae,Psydrax,Gentianales,shrub,NA,38,38,-6.736195,34.87075
Pterocarpus tinctorius,Fabaceae,Pterocarpus,Fabales,tree,NA,38,38,-7.130708684210527,32.83032631578947
Rotheca myricoides,Lamiaceae,Rotheca,Lamiales,shrub,NA,38,38,-5.527987105263158,35.44982631578947
Sesamum angustifolium,Pedaliaceae,Sesamum,Lamiales,herb,NA,38,38,-6.151287894736842,34.90618421052632
Tecoma nyassae,Bignoniaceae,Tecoma,Lamiales,shrub,NA,38,38,-8.242841315789473,34.73833157894737
Turraea holstii,Meliaceae,Turraea,Sapindales,tree,NA,38,38,-5.983778421052632,36.76552631578947
Vernonia hildebrandtii,Asteraceae,Vernonia,Asterales,shrub,herb,38,38,-6.35413447368421,38.74399210526316
Acalypha engleri,Euphorbiaceae,Acalypha,Malpighiales,shrub,NA,37,37,-6.11039,38.429405405405404
Achyrocline schimperi,Asteraceae,Achyrocline,Asterales,herb,NA,37,37,-5.789861351351352,36.61995675675676
Agarista salicifolia,Ericaceae,Agarista,Ericales,tree,NA,37,37,-6.768337567567568,36.45750810810811
Combretum apiculatum,Combretaceae,Combretum,Myrtales,shrub,NA,37,37,-6.1107483783783785,36.478051351351354
Cremaspora triflora subsp. triflora,Rubiaceae,Cremaspora,Gentianales,liana,liana,37,37,-6.96255,34.925845945945944
Cryptocarya liebertiana,Lauraceae,Cryptocarya,Laurales,tree,NA,37,37,-7.458008378378378,36.58074864864865
Diospyros kabuyeana,Ebenaceae,Diospyros,Ericales,tree,NA,37,37,-6.931491621621622,38.18498918918919
Eriosema montanum var. montanum,Fabaceae,Eriosema,Fabales,tree,herb,37,37,-6.284711351351351,35.41679459459459
Grewia holstii,Malvaceae,Grewia,Malvales,shrub,NA,37,37,-6.33851945945946,38.26864324324325
Gymnosporia senegalensis,Celastraceae,Gymnosporia,Celastrales,shrub,NA,37,37,-6.768894594594594,34.93138378378379
Leptonychia usambarensis,Malvaceae,Leptonychia,Malvales,tree,NA,37,37,-6.349434864864865,37.339732432432434
Mikania chenopodiifolia,Asteraceae,Mikania,Asterales,vine,herb,37,37,-6.216730810810811,35.252605405405404
Ocotea usambarensis,Lauraceae,Ocotea,Laurales,tree,NA,37,37,-6.162081891891892,37.15746216216216
Piliostigma thonningii,Fabaceae,Piliostigma,Fabales,tree,NA,37,37,-7.0620935135135134,35.27997027027027
Piper umbellatum,Piperaceae,Piper,Piperales,herb,NA,37,37,-6.199494054054054,35.77564054054054
Plesiatropha carpinifolia var. carpinifolia,Euphorbiaceae,Plesiatropha,Malpighiales,shrub,NA,37,37,-5.891704054054054,38.85568378378378
Royena whyteana,Ebenaceae,Royena,Ericales,tree,NA,37,37,-8.435672432432433,35.18938378378378
Sclerochiton vogelii subsp. holstii,Acanthaceae,Sclerochiton,Lamiales,shrub,NA,37,37,-6.56209972972973,38.125078378378376
Tephrosia pumila var. pumila,Fabaceae,Tephrosia,Fabales,shrub,NA,37,37,-5.676138918918919,37.09068108108108
Acacia robusta subsp. usambarensis,Fabaceae,Acacia,Fabales,tree,NA,36,36,-6.7095641666666666,37.77025277777778
Acalypha neptunica var. neptunica,Euphorbiaceae,Acalypha,Malpighiales,shrub,NA,36,36,-4.936457777777778,37.698819444444446
Afzelia quanzensis,Fabaceae,Afzelia,Fabales,tree,NA,36,36,-6.674434722222222,36.58177222222222
Albizia petersiana subsp. petersiana,Fabaceae,Albizia,Fabales,tree,NA,36,36,-6.066702222222222,37.14230277777778
Asparagus asparagoides,Asparagaceae,Asparagus,Asparagales,vine,NA,36,36,-6.722780833333333,36.58143611111111
Coccinia grandiflora,Cucurbitaceae,Coccinia,Cucurbitales,vine,NA,36,36,-6.167851944444444,37.308702777777775
Combretum illairii,Combretaceae,Combretum,Myrtales,shrub,liana,36,36,-6.309039444444444,38.923252777777776
Crotalaria spinosa,Fabaceae,Crotalaria,Fabales,herb,NA,36,36,-4.817857222222222,35.09493611111111
Cyperus cyperoides,Cyperaceae,Cyperus,Poales,herb,NA,36,36,-7.44405,34.05096666666667
Gymnosporia gracilis subsp. gracilis,Celastraceae,Gymnosporia,Celastrales,shrub,NA,36,36,-6.181201111111111,38.922275
Hypoestes aristata,Acanthaceae,Hypoestes,Lamiales,herb,NA,36,36,-5.659248333333333,35.46424444444445
Indigofera spicata,Fabaceae,Indigofera,Fabales,herb,NA,36,36,-5.289804722222223,35.58119166666667
Manilkara sansibarensis,Sapotaceae,Manilkara,Ericales,tree,NA,36,36,-6.723176111111111,38.819066666666664
Memecylon cogniauxii,Melastomataceae,Memecylon,Myrtales,shrub,NA,36,36,-5.15357,38.30289166666667
Multidentia crassa var. crassa,Rubiaceae,Multidentia,Gentianales,shrub,NA,36,36,-6.487728611111111,33.122166666666665
Oxyanthus zanguebaricus,Rubiaceae,Oxyanthus,Gentianales,shrub,NA,36,36,-7.310166388888889,38.70323611111111
Psychotria capensis,Rubiaceae,Psychotria,Gentianales,shrub,NA,36,36,-6.681385555555556,36.42704166666667
Psydrax faulknerae,Rubiaceae,Psydrax,Gentianales,shrub,NA,36,36,-6.088743611111111,38.87475
Rauvolfia caffra,Apocynaceae,Rauvolfia,Gentianales,tree,NA,36,36,-6.8023613888888885,35.94688333333333
Rytigynia eickii,Rubiaceae,Rytigynia,Gentianales,tree,shrub,36,36,-5.440971666666666,38.00300277777778
Solanum zanzibarense,Solanaceae,Solanum,Solanales,shrub,NA,36,36,-7.789484722222222,38.9117
Tarenna pavettoides subsp. gillmanii,Rubiaceae,Tarenna,Gentianales,shrub,NA,36,36,-4.873994722222222,31.050766666666668
Acalypha chirindica,Euphorbiaceae,Acalypha,Malpighiales,shrub,NA,35,35,-6.900466857142857,34.71198285714286
Adiantum philippense,Dennstaedtiaceae,Adiantum,Polypodiales,herb,NA,35,35,-7.606498857142857,34.36571428571428
Canthium oligocarpum subsp. captum,Rubiaceae,Canthium,Gentianales,tree,NA,35,35,-7.408942285714286,36.40793714285714
Coffea pseudozanguebariae,Rubiaceae,Coffea,Gentianales,shrub,NA,35,35,-5.654578,38.827577142857145
Conyza pyrrhopappa,Asteraceae,Conyza,Asterales,herb,shrub,35,35,-5.843529142857143,35.76426285714286
Dalbergia lactea,Fabaceae,Dalbergia,Fabales,shrub,liana,35,35,-6.916187142857143,36.501777142857144
Dombeya burgessiae,Malvaceae,Dombeya,Malvales,shrub,NA,35,35,-6.254150285714286,34.21142285714286
Embelia schimperi,Primulaceae,Embelia,Ericales,liana,shrub,35,35,-7.767276285714286,35.53104571428572
Emilia coccinea,Asteraceae,Emilia,Asterales,herb,NA,35,35,-6.45376,36.148805714285714
Erianthemum dregei,Loranthaceae,Erianthemum,Santalales,parasitic,NA,35,35,-5.196226857142857,36.16475428571429
Ficalhoa laurifolia,Sladeniaceae,Ficalhoa,Ericales,tree,NA,35,35,-6.33764,36.584942857142856
Grewia flavescens,Malvaceae,Grewia,Malvales,shrub,NA,35,35,-6.476583142857143,34.07984571428572
Hibiscus micranthus,Malvaceae,Hibiscus,Malvales,shrub,NA,35,35,-5.5489811428571425,35.90216
Ilex mitis var. mitis,Aquifoliaceae,Ilex,Aquifoliales,tree,NA,35,35,-6.152583428571429,36.61637714285714
Lettowianthus stellatus,Annonaceae,Lettowianthus,Magnoliales,tree,NA,35,35,-7.935056,37.61018
Manilkara sulcata,Sapotaceae,Manilkara,Ericales,tree,NA,35,35,-6.3103554285714285,38.890217142857146
Monodora minor,Annonaceae,Monodora,Magnoliales,tree,NA,35,35,-7.904972857142857,39.04197714285714
Pauridiantha paucinervis,Rubiaceae,Pauridiantha,Gentianales,shrub,NA,35,35,-7.201735428571428,36.17058285714286
Pentas lanceolata subsp. quartiniana,Rubiaceae,Pentas,Gentianales,herb,NA,35,35,-4.757635142857143,37.55629714285714
Polysphaeria braunii,Rubiaceae,Polysphaeria,Gentianales,shrub,NA,35,35,-5.79469,38.31154285714286
Psychotria goetzei var. goetzei,Rubiaceae,Psychotria,Gentianales,shrub,NA,35,35,-6.761714285714286,37.60733428571429
Psychotria schliebenii var. schliebenii,Rubiaceae,Psychotria,Gentianales,shrub,NA,35,35,-6.956475428571428,37.69428857142857
Salacia madagascariensis,Celastraceae,Salacia,Celastrales,liana,shrub,35,35,-7.566591714285714,38.405745714285715
Themeda triandra,Poaceae,Themeda,Poales,herb,NA,35,35,-6.198560857142857,35.28972857142857
Uapaca kirkiana,Phyllanthaceae,Uapaca,Malpighiales,tree,NA,35,35,-7.840527428571429,33.165557142857146
Adiantum capillus-veneris,Dennstaedtiaceae,Adiantum,Polypodiales,herb,NA,34,34,-5.267818529411764,36.49936176470588
Alchornea hirtella,Euphorbiaceae,Alchornea,Malpighiales,shrub,NA,34,34,-5.984948529411764,37.56863823529412
Aoranthe penduliflora,Rubiaceae,Aoranthe,Gentianales,tree,NA,34,34,-6.398341470588235,38.17930882352941
Canthium burttii,Rubiaceae,Canthium,Gentianales,shrub,NA,34,34,-5.766805294117647,34.680164705882355
Commiphora mossambicensis,Burseraceae,Commiphora,Sapindales,tree,NA,34,34,-6.143334705882353,34.58676764705882
Euphorbia engleri,Euphorbiaceae,Euphorbia,Malpighiales,shrub,NA,34,34,-3.307115588235294,36.78165294117647
Garcinia volkensii,Clusiaceae,Garcinia,Malpighiales,tree,NA,34,34,-7.209964411764706,37.25725294117647
Gymnosporia mossambicensis,Celastraceae,Gymnosporia,Celastrales,shrub,NA,34,34,-5.607376176470589,38.408076470588234
Lannea schweinfurthii var. acutifoliolata,Anacardiaceae,Lannea,Sapindales,tree,NA,34,34,-7.441855,38.928879411764704
Polysphaeria parvifolia,Rubiaceae,Polysphaeria,Gentianales,shrub,NA,34,34,-5.884589117647058,38.56567352941177
Psychotria megalopus,Rubiaceae,Psychotria,Gentianales,tree,NA,34,34,-8.035734117647058,36.49745
Royena zombensis,Ebenaceae,Royena,Ericales,tree,NA,34,34,-8.328054411764706,36.40717647058823
Searsia longipes var. longipes,Anacardiaceae,Searsia,Sapindales,shrub,NA,34,34,-6.7086564705882354,35.448020588235295
Thalictrum rhynchocarpum,Ranunculaceae,Thalictrum,Ranunculales,herb,NA,34,34,-6.640136764705883,35.71707941176471
Thespesia garckeana,Malvaceae,Thespesia,Malvales,tree,NA,34,34,-7.051050294117647,34.641482352941175
Acridocarpus zanzibaricus,Malpighiaceae,Acridocarpus,Malpighiales,shrub,NA,33,33,-6.645400606060607,39.160545454545456
Bersama abyssinica subsp. paullinioides,Melianthaceae,Bersama,Geraniales,tree,shrub,33,33,-6.863674545454545,35.0058696969697
Catunaregam taylorii,Rubiaceae,Catunaregam,Gentianales,shrub,NA,33,33,-6.573345454545454,35.989784848484845
Cordia sinensis,Boraginaceae,Cordia,Boraginales,shrub,NA,33,33,-5.2168054545454545,36.594536363636365
Crotalaria incana subsp. purpurascens,Fabaceae,Crotalaria,Fabales,herb,NA,33,33,-5.410225454545454,35.48418181818182
Cyperus rotundus,Cyperaceae,Cyperus,Poales,herb,NA,33,33,-5.809081515151515,37.485263636363634
Deinbollia borbonica,Sapindaceae,Deinbollia,Sapindales,shrub,NA,33,33,-6.936563939393939,38.23958181818182
Empogona ovalifolia,Rubiaceae,Empogona,Gentianales,shrub,NA,33,33,-6.321816666666667,37.88919090909091
Euphorbia cuneata subsp. spinescens,Euphorbiaceae,Euphorbia,Malpighiales,shrub,NA,33,33,-3.8779963636363637,37.17345151515151
Justicia flava,Acanthaceae,Justicia,Lamiales,herb,NA,33,33,-4.399002727272728,35.8706606060606
Lagynias pallidiflora,Rubiaceae,Lagynias,Gentianales,tree,NA,33,33,-6.382859696969697,37.807472727272724
Macaranga capensis var. kilimandscharica,Euphorbiaceae,Macaranga,Malpighiales,tree,NA,33,33,-7.358456060606061,36.120157575757574
Oldenlandia johnstonii,Rubiaceae,Oldenlandia,Gentianales,herb,NA,33,33,-4.691867272727273,37.98484545454546
Pavetta crebrifolia var. crebrifolia,Rubiaceae,Pavetta,Gentianales,shrub,NA,33,33,-5.978070303030303,38.21020909090909
Phaulopsis imbricata,Acanthaceae,Phaulopsis,Lamiales,herb,NA,33,33,-6.012911515151515,36.084072727272726
Pterocephalus frutescens,Caprifoliaceae,Pterocephalus,Dipsacales,herb,NA,33,33,-3.360290909090909,35.98078787878788
Rinorea ferruginea,Violaceae,Rinorea,Malpighiales,tree,NA,33,33,-7.2159348484848485,38.42628787878788
Saba comorensis,Apocynaceae,Saba,Gentianales,liana,NA,33,33,-6.462476666666666,35.33821515151515
Strychnos innocua,Loganiaceae,Strychnos,Gentianales,tree,NA,33,33,-6.085626666666666,33.20603939393939
Strychnos madagascariensis,Loganiaceae,Strychnos,Gentianales,tree,NA,33,33,-6.538752727272727,37.49549090909091
Trilepisium madagascariense,Moraceae,Trilepisium,Rosales,tree,NA,33,33,-6.2048460606060605,36.478336363636366
Acalypha neptunica,Euphorbiaceae,Acalypha,Malpighiales,shrub,NA,32,32,-5.4113084375,37.341571875
Allophylus rubifolius var. rubifolius,Sapindaceae,Allophylus,Sapindales,shrub,NA,32,32,-5.94135125,36.934009375
Bullockia setiflora,Rubiaceae,Bullockia,Gentianales,shrub,NA,32,32,-5.8855896875000004,38.181746875
Chlorophytum comosum,Asparagaceae,Chlorophytum,Asparagales,herb,NA,32,32,-7.1286428125,35.2044875
Commiphora kua,Burseraceae,Commiphora,Sapindales,tree,shrub,32,32,-5.99921625,36.32558125
Commiphora mollis,Burseraceae,Commiphora,Sapindales,tree,NA,32,32,-5.76929625,35.1693
Cussonia holstii,Araliaceae,Cussonia,Apiales,tree,NA,32,32,-3.9462378125,35.992353125
Cylicomorpha parviflora,Caricaceae,Cylicomorpha,Brassicales,tree,NA,32,32,-6.14600625,37.628396875
Cyphostemma cyphopetalum,Vitaceae,Cyphostemma,Vitales,vine,herb,32,32,-5.5913175,34.690621875
Euclea divinorum,Ebenaceae,Euclea,Ericales,tree,NA,32,32,-4.748685,35.084559375
Feretia apodanthera subsp. tanzaniensis,Rubiaceae,Feretia,Gentianales,shrub,NA,32,32,-6.648645,35.1140375
Heinsia zanzibarica,Rubiaceae,Heinsia,Gentianales,shrub,NA,32,32,-5.533870625,38.61683125
Helichrysum odoratissimum,Asteraceae,Helichrysum,Asterales,herb,NA,32,32,-5.9878971875,36.06544375
Landolphia buchananii,Apocynaceae,Landolphia,Gentianales,liana,NA,32,32,-7.4676034375,35.117871875
Lasianthus cereiflorus,Rubiaceae,Lasianthus,Gentianales,shrub,NA,32,32,-6.6188965625,37.645428125
Markhamia zanzibarica,Bignoniaceae,Markhamia,Lamiales,tree,NA,32,32,-7.3393806249999995,36.978065625
Olinia rochetiana,Penaeaceae,Olinia,Myrtales,tree,NA,32,32,-8.083358125,34.957896875
Oncella ambigua,Loranthaceae,Oncella,Santalales,parasitic,NA,32,32,-6.5745978125,39.093353125
Pavetta gardeniifolia var. gardeniifolia,Rubiaceae,Pavetta,Gentianales,shrub,NA,32,32,-5.75447625,35.549090625
Peddiea polyantha,Thymelaeaceae,Peddiea,Malvales,tree,NA,32,32,-8.2180978125,34.69364375
Scadoxus multiflorus subsp. multiflorus,Amaryllidaceae,Scadoxus,Asparagales,herb,NA,32,32,-6.8495528125,35.435046875
Schrebera alata,Oleaceae,Schrebera,Lamiales,tree,NA,32,32,-6.99791375,34.998390625
Trichocladus goetzei,Hamamelidaceae,Trichocladus,Saxifragales,tree,NA,32,32,-8.3216484375,35.6208625
Abrus precatorius subsp. africanus,Fabaceae,Abrus,Fabales,liana,liana,31,31,-7.001778387096774,37.5952
Acacia adenocalyx,Fabaceae,Acacia,Fabales,shrub,liana,31,31,-6.511780322580646,38.6593129032258
Acalypha fruticosa,Euphorbiaceae,Acalypha,Malpighiales,shrub,NA,31,31,-4.067676774193548,36.266829032258066
Apodytes dimidiata,Icacinaceae,Apodytes,near Garryales,tree,NA,31,31,-6.787210645161291,35.52745806451613
Aspilia pluriseta,Asteraceae,Aspilia,Asterales,herb,NA,31,31,-5.754235483870968,33.73566129032258
Blepharis affinis,Acanthaceae,Blepharis,Lamiales,herb,NA,31,31,-7.475437419354838,38.84047419354839
Cassipourea malosana,Rhizophoraceae,Cassipourea,Malpighiales,tree,NA,31,31,-5.856871290322581,35.69810322580645
Cayratia gracilis,Vitaceae,Cayratia,Vitales,liana,herb,31,31,-6.050094838709677,34.58274516129032
Cissus rotundifolia,Vitaceae,Cissus,Vitales,vine,herb,31,31,-5.837434193548387,37.95148064516129
Cleome hirta,Cleomaceae,Cleome,Brassicales,herb,NA,31,31,-5.8422158064516125,34.941012903225804
Cnestis corniculata,Connaraceae,Cnestis,Oxalidales,liana,NA,31,31,-7.048037096774194,38.48356774193548
Cynorkis buchwaldiana subsp. braunii,Orchidaceae,Cynorkis,Asparagales,epiphyte,NA,31,31,-5.443959677419355,37.538170967741934
Cyperus distans,Cyperaceae,Cyperus,Poales,herb,NA,31,31,-7.419765806451613,36.32613548387097
Dichrostachys cinerea subsp. africana,Fabaceae,Dichrostachys,Fabales,tree,NA,31,31,-6.101312903225806,36.94839677419355
Dioscorea quartiniana,Dioscoreaceae,Dioscorea,Dioscoreales,vine,herb,31,31,-7.895334838709678,35.61757741935484
Eriosema psoraleoides,Fabaceae,Eriosema,Fabales,herb,herb,31,31,-6.227003225806452,35.10444516129032
Grewia conocarpa,Malvaceae,Grewia,Malvales,tree,shrub,31,31,-7.737349677419355,38.94493870967742
Haumaniastrum villosum,Lamiaceae,Haumaniastrum,Lamiales,herb,NA,31,31,-7.8431151612903225,34.7652935483871
Heteropogon contortus,Poaceae,Heteropogon,Poales,herb,NA,31,31,-6.23136,35.76048387096774
Lasianthus pedunculatus,Rubiaceae,Lasianthus,Gentianales,shrub,NA,31,31,-6.93707870967742,37.325470967741936
Mildbraedia carpinifolia var. carpinifolia,Euphorbiaceae,Mildbraedia,Malpighiales,shrub,NA,31,31,-5.886924838709677,38.78666774193548
Momordica calantha,Cucurbitaceae,Momordica,Cucurbitales,vine,NA,31,31,-5.130636129032258,38.3238064516129
Ochna holstii,Ochnaceae,Ochna,Malpighiales,tree,NA,31,31,-6.887532903225806,36.48637741935484
Oldenlandia wiedemannii var. wiedemannii,Rubiaceae,Oldenlandia,Gentianales,herb,NA,31,31,-4.117526451612903,36.67375483870968
Ormocarpum kirkii,Fabaceae,Ormocarpum,Fabales,shrub,NA,31,31,-5.854520645161291,36.13388387096774
Peddiea africana,Thymelaeaceae,Peddiea,Malvales,shrub,NA,31,31,-4.949316129032258,35.64292258064516
Psychotria eminiana,Rubiaceae,Psychotria,Gentianales,shrub,NA,31,31,-7.059045161290323,31.82166129032258
Tephrosia aequilata,Fabaceae,Tephrosia,Fabales,shrub,NA,31,31,-6.015884516129033,36.53215483870968
Vernonia usambarensis,Asteraceae,Vernonia,Asterales,shrub,NA,31,31,-4.582819354838709,38.212654838709675
Vernonia zanzibarensis,Asteraceae,Vernonia,Asterales,shrub,NA,31,31,-7.1950419354838715,39.030245161290324
Acalypha paniculata,Euphorbiaceae,Acalypha,Malpighiales,herb,NA,30,30,-4.379886666666667,36.96133666666667
Afrocanthium siebenlistii,Rubiaceae,Afrocanthium,Gentianales,tree,NA,30,30,-6.543591666666667,37.054856666666666
Albizia harveyi,Fabaceae,Albizia,Fabales,tree,NA,30,30,-6.417486333333334,36.02437
Ampelocissus africana,Vitaceae,Ampelocissus,Vitales,liana,NA,30,30,-7.744942666666667,35.429536666666664
Antherotoma naudinii,Melastomataceae,Antherotoma,Myrtales,herb,NA,30,30,-7.369775,32.90440666666667
Coffea mongensis,Rubiaceae,Coffea,Gentianales,tree,NA,30,30,-5.647100666666667,38.036903333333335
Cyphostemma adenocaule,Vitaceae,Cyphostemma,Vitales,vine,herb,30,30,-5.690505666666667,36.56719
Dorstenia zanzibarica,Moraceae,Dorstenia,Rosales,herb,NA,30,30,-4.2013506666666665,37.71854666666667
Empogona acidophylla,Rubiaceae,Empogona,Gentianales,shrub,NA,30,30,-6.0120553333333335,38.17345
Erythroxylum emarginatum,Erythroxylaceae,Erythroxylum,Malpighiales,tree,NA,30,30,-7.606127666666667,36.54875666666667
Indigofera arrecta,Fabaceae,Indigofera,Fabales,shrub,NA,30,30,-4.934080333333333,35.53333333333333
Justicia nyassana,Acanthaceae,Justicia,Lamiales,herb,NA,30,30,-5.688551666666667,36.96196333333334
Lobelia holstii,Campanulaceae,Lobelia,Asterales,herb,NA,30,30,-5.280784333333333,37.322923333333335
